RECTYPE,URN,PCODE,TELNUM,TKS1EXP_L,PKS1EXP_L,TKS1EXP_M,PKS1EXP_M,TKS1EXP_H,PKS1EXP_H,TFSMCLA,PTFSMCLA,PT2MATH12,PT2READ12,PT2WRITTA12,TAPS,AVGLEVEL,PT2MATH12_B,PT2MATH12_G,PT2MATH12_L,PT2MATH12_M,PT2MATH12_H,PTREADX,PTREADAT,GAPN_3YR_RWMX_FSMCLA,GAPN_2YR_PRREAD_NOTFSMCLA,GAPN_2YR_PRWRIT_NOTFSMCLA,GAPN_3YR_PRMAT_NOTFSMCLA
1,134074,PE16 6ET,01354 692323,11,26%,20,47%,12,28%,17,39%,79%,79%,86%,27.1,4B,83%,74%,82%,85%,67%,80%,2%,-9,-5,-5,-3
1,134014,CB6 2WJ,01353 664174,3,6%,32,64%,15,30%,6,10%,82%,90%,94%,29.1,4A,76%,91%,SUPP,78%,93%,93%,0%,-13,2,2,-2
1,136670,PE13 5DE,01945 584915,3,12%,18,69%,5,19%,9,33%,92%,96%,100%,28.8,4A,100%,85%,SUPP,89%,SUPP,93%,0%,16,5,5,7
1,110672,CB21 4XB,01223 892210,7,13%,32,57%,17,30%,6,10%,86%,88%,96%,28.5,4A,89%,83%,71%,84%,94%,90%,0%,-13,1,4,-5
1,110632,PE15 0TF,01354 740405,4,13%,20,63%,8,25%,8,25%,94%,100%,100%,29.6,4A,100%,88%,SUPP,95%,100%,100%,0%,34,8,8,5
1,110733,PE19 6NG,01480 375600,5,16%,17,55%,9,29%,10,31%,97%,97%,100%,29.3,4A,100%,90%,SUPP,100%,100%,91%,0%,30,4,6,3
1,110803,CB6 3HD,01353 649260,1,8%,6,50%,5,42%,0,0%,92%,92%,92%,31.6,5C,SUPP,86%,SUPP,100%,SUPP,92%,0%,SUPP,SUPP,SUPP,SUPP
1,110637,CB6 1JT,01353 860235,9,17%,27,51%,17,32%,21,40%,83%,87%,94%,28.3,4A,80%,87%,56%,81%,100%,85%,0%,-4,-4,2,0
1,110638,PE15 0HA,01354 680293,2,9%,14,61%,7,30%,8,35%,83%,87%,91%,28.6,4A,83%,82%,SUPP,86%,71%,91%,0%,23,-2,5,3
1,110666,CB4 3HN,01223 712127,7,15%,22,48%,17,37%,6,12%,89%,91%,93%,29.7,4A,92%,86%,86%,86%,94%,90%,0%,-6,5,7,5
1,110670,CB21 4DJ,01223 894400,8,21%,19,49%,12,31%,2,5%,63%,79%,79%,27.2,4B,62%,63%,50%,47%,92%,85%,2%,-2,SUPP,SUPP,SUPP
1,110614,SG8 6DB,01763 223457,4,9%,20,47%,19,44%,5,12%,91%,88%,95%,29.3,4A,91%,90%,SUPP,90%,100%,95%,0%,-1,4,-4,2
1,110615,SG8 6LA,01763 260432,2,9%,12,52%,9,39%,1,4%,100%,91%,100%,29.8,4A,100%,100%,SUPP,100%,100%,92%,0%,SUPP,SUPP,SUPP,SUPP
1,110808,CB6 2AL,01353 778300,2,20%,7,70%,1,10%,1,10%,100%,100%,90%,27,4B,100%,SUPP,SUPP,100%,SUPP,90%,0%,-9,SUPP,SUPP,-2
1,110626,CB23 7DD,01223 262423,2,7%,16,53%,12,40%,3,10%,90%,100%,80%,29.8,4A,83%,94%,SUPP,94%,100%,97%,0%,-1,8,-7,6
1,138595,PE19 2QE,01480 375270,1,3%,18,60%,11,37%,8,26%,87%,77%,93%,28.9,4A,100%,78%,SUPP,94%,73%,90%,0%,6,-1,4,5
1,110776,CB6 1HW,01353 861612,8,25%,20,63%,4,13%,6,18%,88%,81%,94%,27,4B,80%,94%,88%,85%,SUPP,76%,0%,-7,-13,-5,-11
1,110792,CB24 6DL,01223 508783,5,11%,20,43%,21,46%,8,17%,87%,87%,93%,29.2,4A,84%,89%,SUPP,75%,100%,85%,2%,-31,4,-2,4
1,133930,CB4 2BD,01223 712333,3,6%,21,39%,30,56%,5,9%,76%,85%,96%,29.8,4A,71%,79%,SUPP,71%,87%,91%,0%,11,2,2,2
1,131996,CB23 5AX,01954 273377,6,11%,41,73%,9,16%,11,18%,73%,91%,80%,27.2,4B,76%,71%,67%,71%,89%,90%,0%,-18,7,-1,-6
1,110657,CB1 7TX,01223 508786,8,17%,31,65%,9,19%,9,18%,92%,94%,96%,28.6,4A,96%,85%,88%,94%,89%,90%,0%,-23,7,1,6
1,139574,PE13 4HD,01945 700357,,,,,,,,,,,,,,,,,,,,,,,,
1,110642,PE13 4HD,01945 700357,2,22%,5,56%,2,22%,3,33%,67%,78%,44%,24.2,4C,50%,SUPP,SUPP,SUPP,SUPP,67%,0%,-37,10,-13,-15
1,110647,PE7 1SZ,01733 204422,0,0%,5,45%,6,55%,3,27%,91%,82%,100%,28.8,4A,SUPP,88%,SUPP,SUPP,83%,91%,0%,8,-15,0,-9
1,110658,CB3 9JF,01223 508737,1,4%,7,29%,16,67%,2,7%,92%,96%,79%,31.6,5C,93%,91%,SUPP,100%,88%,97%,0%,SUPP,SUPP,SUPP,SUPP
1,110717,PE19 6TL,01480 880215,1,6%,9,56%,6,38%,4,25%,75%,100%,88%,29,4A,82%,SUPP,SUPP,78%,83%,100%,0%,-3,10,-8,-2
1,110833,CB24 3AL,01223 232328,1,17%,3,50%,2,33%,2,29%,100%,100%,100%,31.3,5C,SUPP,SUPP,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,110682,PE19 5SB,01480 810308,1,8%,6,50%,5,42%,0,0%,100%,100%,100%,31.1,5C,100%,SUPP,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,134979,CB4 2GR,01223 438200,4,36%,6,55%,1,9%,4,33%,100%,100%,100%,29,4A,SUPP,100%,SUPP,100%,SUPP,83%,0%,-2,SUPP,SUPP,7
1,133782,PE13 3NP,01945 583799,15,44%,16,47%,3,9%,21,48%,47%,63%,66%,23.9,3A,45%,50%,60%,44%,SUPP,52%,0%,-16,-26,-29,-15
1,110616,CB24 5PG,01954 273332,4,9%,27,61%,13,30%,1,2%,86%,84%,100%,30.2,5C,91%,82%,SUPP,89%,92%,91%,0%,SUPP,SUPP,SUPP,SUPP
1,110681,PE28 0HY,01480 860743,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,110889,PE7 1JB,01733 203433,5,9%,32,59%,17,31%,4,7%,84%,71%,91%,28.2,4A,85%,82%,SUPP,91%,88%,84%,2%,-3,-6,3,2
1,110837,CB5 8AR,01223 576922,5,29%,5,29%,7,41%,1,6%,100%,94%,100%,30.3,5C,100%,100%,SUPP,SUPP,100%,89%,6%,SUPP,SUPP,SUPP,SUPP
1,110652,PE13 1PJ,01945 584741,5,16%,17,53%,10,31%,13,34%,76%,76%,97%,27.2,4B,65%,100%,SUPP,76%,100%,74%,0%,-16,-19,0,-4
1,110617,CB23 3XQ,01480 830267,10,26%,19,49%,10,26%,12,29%,64%,79%,87%,26.5,4B,63%,65%,40%,74%,70%,80%,0%,-46,1,1,-7
1,110836,SG8 5QG,01223 207382,0,0%,3,43%,4,57%,0,0%,88%,88%,88%,30.2,5C,SUPP,SUPP,SUPP,SUPP,SUPP,88%,0%,SUPP,SUPP,SUPP,SUPP
1,110702,PE19 1TF,01480 226730,7,12%,28,47%,24,41%,13,21%,92%,81%,98%,29.2,4A,79%,100%,71%,93%,96%,87%,2%,-1,-5,4,7
1,110763,CB1 8QP,01223 712200,8,16%,31,61%,12,24%,7,12%,94%,100%,94%,29.5,4A,96%,93%,63%,100%,100%,93%,0%,-31,9,-2,8
1,136241,CB1 8QY,01223 712200,,,,,,,,,,,,,,,,,,,,,,,,
1,110807,CB6 2HQ,01353 662436,7,19%,18,50%,11,31%,3,8%,83%,86%,97%,28.1,4A,86%,80%,57%,94%,82%,87%,0%,-9,-1,3,-2
1,140173,PE13 2JB,01945 583690,,,,,,,,,,,,,,,,,,,,,,,,
1,110653,PE13 2JB,01945 583690,16,35%,26,57%,4,9%,20,34%,61%,63%,46%,23,3A,63%,59%,63%,54%,SUPP,51%,0%,-30,-10,-20,-8
1,110686,PE26 1JA,01487 812500,3,7%,25,58%,15,35%,14,31%,81%,79%,70%,27.5,4B,93%,75%,SUPP,76%,100%,82%,0%,-18,-15,-39,-15
1,133311,CB1 3RJ,01223 712418,6,29%,13,62%,2,10%,6,27%,90%,100%,95%,28.8,4A,90%,91%,67%,100%,SUPP,86%,5%,-28,3,8,6
1,110635,CB6 3UA,01353 740253,4,10%,16,41%,19,49%,5,13%,82%,79%,90%,28.7,4A,79%,85%,SUPP,81%,89%,85%,0%,-4,-2,2,-6
1,139634,PE19 6AW,01480 479890,,,,,,,,,,,,,,,,,,,,,,,,
1,135257,PE19 6AW,01480 479890,5,38%,6,46%,2,15%,6,43%,92%,92%,92%,27,4B,100%,83%,SUPP,100%,SUPP,71%,0%,-35,-1,3,-22
1,110841,CB2 1LS,01223 712148,6,25%,11,46%,7,29%,4,15%,96%,96%,100%,29.8,4A,100%,91%,100%,91%,100%,85%,0%,24,6,6,6
1,110828,CB7 5AA,01353 720345,16,29%,23,42%,16,29%,8,14%,87%,93%,89%,27.7,4B,93%,81%,81%,87%,94%,86%,0%,-21,3,-1,5
1,131238,PE29 2WW,01480 375300,4,17%,12,50%,8,33%,3,12%,88%,83%,88%,28.7,4A,100%,79%,SUPP,100%,88%,84%,0%,-34,-3,-3,-12
1,110888,PE28 3NY,01487 841468,7,21%,12,36%,14,42%,8,24%,82%,91%,94%,29.2,4A,85%,80%,100%,75%,79%,97%,0%,18,-2,3,-11
1,110818,PE29 7LA,01480 375026,1,4%,15,65%,7,30%,10,38%,87%,83%,83%,28.2,4A,100%,75%,SUPP,87%,100%,85%,0%,-18,-7,-1,4
1,110845,CB4 2JX,01223 712227,3,10%,17,59%,9,31%,6,18%,100%,93%,86%,28.8,4A,100%,100%,SUPP,100%,100%,82%,0%,-3,5,-13,2
1,110838,CB4 3JZ,01223 566879,2,17%,7,58%,3,25%,6,40%,75%,58%,67%,26.6,4B,67%,83%,SUPP,71%,SUPP,80%,0%,-18,-7,-1,-15
1,110848,PE19 1NX,01480 398048,8,40%,12,60%,0,0%,15,71%,60%,95%,90%,24.9,4C,54%,71%,38%,75%,SUPP,67%,0%,-17,-10,3,-7
1,110750,CB1 2LD,01223 568838,6,10%,29,50%,23,40%,13,21%,82%,91%,88%,28.8,4A,90%,74%,SUPP,79%,91%,90%,0%,6,4,0,0
1,110839,CB2 1HJ,01223 568840,2,10%,9,45%,9,45%,2,8%,95%,90%,90%,30.2,5C,89%,100%,SUPP,100%,100%,96%,0%,-30,8,3,8
1,110844,PE13 2ES,01945 583570,9,19%,22,47%,16,34%,19,37%,74%,77%,91%,26.6,4B,80%,70%,67%,68%,88%,77%,0%,-7,-11,-2,-11
1,110840,CB1 3DR,01223 508707,11,31%,21,60%,3,9%,18,50%,89%,86%,91%,26.7,4B,94%,82%,64%,100%,SUPP,75%,0%,-8,-1,3,-1
1,110688,PE28 5SH,01487 830204,7,11%,40,62%,18,28%,16,25%,62%,77%,80%,26.4,4B,64%,57%,43%,63%,67%,80%,0%,-7,-2,-4,-11
1,139555,CB7 5DE,01353 612948,,,,,,,,,,,,,,,,,,,,,,,,
1,110663,CB4 1TF,01223 712252,14,33%,23,55%,5,12%,22,51%,88%,90%,93%,26.9,4B,95%,83%,71%,96%,SUPP,88%,0%,-13,6,-7,3
1,110689,PE28 3EU,01487 840412,2,4%,24,53%,19,42%,5,11%,84%,67%,93%,27.8,4B,83%,86%,SUPP,79%,89%,85%,0%,-16,-8,-1,0
1,110690,PE28 0TH,01480 890371,1,5%,11,50%,10,45%,0,0%,68%,82%,95%,27.7,4B,50%,79%,SUPP,64%,80%,83%,4%,SUPP,SUPP,SUPP,SUPP
1,110765,CB1 9PB,01223 568836,3,10%,20,69%,6,21%,9,31%,100%,97%,100%,32.1,5B,100%,100%,SUPP,100%,100%,97%,0%,22,5,8,11
1,110619,CB22 5BJ,01223 508720,3,13%,13,57%,7,30%,5,22%,91%,91%,100%,29.4,4A,87%,100%,SUPP,92%,100%,91%,0%,-9,5,3,3
1,110793,SG8 0PD,01763 852474,2,6%,21,68%,8,26%,2,6%,87%,84%,97%,29.6,4A,81%,93%,SUPP,90%,100%,87%,0%,-15,SUPP,SUPP,7
1,110821,PE7 3RF,01733 240480,2,8%,13,54%,9,38%,3,13%,92%,83%,96%,28.5,4A,85%,100%,SUPP,92%,100%,96%,0%,4,-6,1,0
1,110645,CB6 3JN,01353 649271,5,31%,7,44%,4,25%,1,6%,94%,88%,94%,27.7,4B,92%,SUPP,SUPP,100%,SUPP,76%,0%,-9,SUPP,SUPP,SUPP
1,110772,PE29 6UH,01480 398060,9,17%,30,58%,13,25%,5,9%,90%,85%,75%,27.5,4B,90%,91%,89%,90%,92%,86%,0%,-26,-1,-10,-5
1,110802,CB6 2PU,01353 778351,10,29%,21,60%,4,11%,7,20%,89%,91%,91%,27.5,4B,90%,87%,90%,90%,SUPP,83%,0%,-12,1,6,-4
1,110797,CB25 0LX,01223 811595,1,11%,5,56%,3,33%,2,20%,100%,100%,100%,30.6,5C,SUPP,SUPP,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,110794,CB25 0LG,01638 741529,2,14%,8,57%,4,29%,3,21%,71%,64%,93%,28.2,4A,80%,SUPP,SUPP,88%,SUPP,93%,0%,SUPP,SUPP,SUPP,SUPP
1,110620,CB24 4RN,01954 273312,5,11%,24,51%,18,38%,0,0%,91%,94%,98%,29.5,4A,89%,95%,SUPP,92%,89%,92%,0%,SUPP,SUPP,SUPP,SUPP
1,110834,CB1 9AZ,01223 293357,2,18%,7,64%,2,18%,2,17%,100%,100%,100%,28,4A,100%,SUPP,SUPP,100%,SUPP,100%,0%,-26,6,8,-5
1,110648,PE15 0QS,01354 740392,7,26%,12,44%,8,30%,6,22%,78%,67%,85%,26.5,4B,88%,64%,71%,75%,88%,74%,0%,-16,-3,5,0
1,133699,PE29 1PE,01480 375321,14,42%,17,52%,2,6%,24,62%,91%,67%,97%,26.2,4B,95%,86%,79%,100%,SUPP,62%,0%,-11,3,8,5
1,136814,PE27 6SE,01480 375103,5,15%,20,61%,8,24%,11,32%,70%,73%,88%,26.6,4B,71%,69%,SUPP,80%,75%,71%,3%,-27,-2,-5,-6
1,110835,SG8 7RH,01763 208213,2,20%,5,50%,3,30%,0,0%,80%,100%,80%,27.9,4B,83%,SUPP,SUPP,SUPP,SUPP,80%,0%,SUPP,SUPP,SUPP,SUPP
1,110630,PE14 9NA,01354 638229,1,20%,3,60%,1,20%,2,33%,SUPP,SUPP,SUPP,29,4A,SUPP,SUPP,SUPP,SUPP,SUPP,83%,0%,1,SUPP,SUPP,4
1,136802,CB2 9FT,01223 840258,,,,,,,,,,,,,,,,,,,,,,,,
1,110693,PE26 2QA,01487 813510,5,19%,16,59%,6,22%,5,18%,78%,89%,89%,28.4,4A,73%,83%,SUPP,81%,100%,82%,4%,-9,-4,-4,-5
1,134894,CB23 6DY,01954 719630,15,25%,26,44%,18,31%,15,25%,90%,88%,93%,28.4,4A,84%,96%,87%,85%,100%,87%,0%,-22,3,3,1
1,110715,PE28 2RX,01487 822317,8,19%,28,67%,6,14%,9,20%,74%,76%,93%,26.5,4B,74%,74%,38%,79%,100%,70%,0%,-15,-8,7,-3
1,110621,CB25 9JU,01223 718988,2,8%,17,71%,5,21%,1,4%,88%,96%,100%,28.8,4A,93%,80%,SUPP,94%,SUPP,92%,0%,-15,SUPP,SUPP,-3
1,110769,CB7 5BH,01353 720456,6,12%,34,68%,10,20%,9,18%,84%,86%,94%,27.9,4B,78%,89%,50%,88%,90%,90%,0%,-6,-3,-1,-14
1,110698,PE27 5RG,01480 375005,6,11%,35,61%,16,28%,15,25%,81%,96%,95%,29.2,4A,80%,82%,17%,89%,88%,93%,0%,12,6,2,2
1,110641,PE15 8JT,01354 653033,10,13%,36,46%,33,42%,22,28%,63%,76%,43%,26.5,4B,57%,70%,10%,78%,64%,77%,0%,-19,-19,-37,-21
1,131197,PE27 3WF,01480 466919,4,8%,24,49%,21,43%,9,18%,92%,92%,92%,29.6,4A,89%,95%,SUPP,92%,95%,90%,2%,-9,3,2,1
1,110804,CB6 3RJ,01353 740269,1,7%,5,36%,8,57%,4,29%,86%,79%,50%,28.7,4A,83%,SUPP,SUPP,SUPP,100%,79%,0%,-26,SUPP,SUPP,SUPP
1,110849,PE7 3JL,01733 240323,8,15%,32,60%,13,25%,16,30%,70%,74%,87%,26.5,4B,58%,79%,25%,72%,92%,81%,0%,-23,-12,-3,-5
1,110795,CB2 4NE,01223 832176,5,21%,14,58%,5,21%,4,15%,96%,100%,92%,30.5,5C,93%,100%,SUPP,93%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,110622,CB24 5LE,01954 283030,8,17%,26,55%,13,28%,9,18%,87%,94%,94%,28.1,4A,88%,86%,88%,85%,92%,88%,2%,-21,7,5,3
1,138280,PE19 2DX,01480 211626,5,18%,16,57%,7,25%,10,33%,93%,93%,89%,27.4,4B,100%,82%,SUPP,94%,100%,83%,0%,11,5,-3,1
1,110843,PE13 4RJ,01945 410312,5,23%,17,77%,0,0%,7,32%,100%,100%,100%,28,4A,100%,100%,SUPP,100%,SUPP,86%,0%,0,7,8,5
1,110703,PE28 2JB,01480 452032,1,5%,13,65%,6,30%,3,15%,90%,85%,80%,29.2,4A,92%,88%,SUPP,85%,100%,85%,0%,27,1,-9,2
2,134972,CB4 2EE,01223 442400,5,100%,0,0%,0,0%,2,29%,0%,0%,0%,12.6,2,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,-59,SUPP,SUPP,-88
2,134937,CB21 4NN,01223 896890,6,100%,0,0%,0,0%,3,43%,0%,0%,0%,12.6,2,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,-59,-90,-92,-73
2,134193,CB6 3RR,01353 740229,6,100%,0,0%,0,0%,6,86%,50%,67%,57%,19.9,3C,50%,SUPP,50%,SUPP,SUPP,14%,14%,SUPP,SUPP,SUPP,SUPP
2,110940,CB6 1BD,01353 662085,7,100%,0,0%,0,0%,1,14%,0%,0%,0%,12.6,2,0%,SUPP,0%,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP
2,110949,PE13 2JH,01945 461836,6,100%,0,0%,0,0%,4,67%,0%,0%,0%,12,2,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,-59,-90,-92,-88
2,110951,PE19 2EZ,01480 375012,8,100%,0,0%,0,0%,4,50%,0%,0%,0%,12.4,2,0%,SUPP,0%,SUPP,SUPP,0%,0%,-59,SUPP,SUPP,-88
2,110946,PE29 1TQ,01480 377403,14,100%,0,0%,0,0%,7,50%,0%,0%,0%,12.2,2,0%,SUPP,0%,SUPP,SUPP,0%,0%,-59,-90,-92,-82
3,,,,909,16%,3106,55%,1633,29%,1207,20%,84%,86%,89%,28.2,4A,84%,83%,65%,86%,90%,85%,,-9,0,-2,-3
1,110779,PE1 5JS,01733 566847,9,45%,11,55%,0,0%,15,58%,70%,80%,100%,24.6,4C,80%,60%,78%,64%,SUPP,50%,0%,-18,-7,8,-7
1,110852,PE1 3PW,01733 563688,11,19%,39,67%,8,14%,11,18%,86%,91%,97%,28.7,4A,91%,78%,73%,87%,100%,83%,0%,12,3,1,-5
1,110823,PE9 3DZ,01780 740265,4,18%,13,59%,5,23%,6,27%,100%,100%,100%,29.4,4A,100%,100%,SUPP,100%,SUPP,91%,0%,32,10,8,10
1,110756,PE1 2EH,01733 209877,11,28%,25,63%,4,10%,22,37%,95%,90%,98%,27.1,4B,94%,96%,91%,100%,SUPP,70%,0%,-11,-1,6,1
1,136721,PE1 5DB,01733 343895,4,18%,12,55%,6,27%,7,25%,50%,73%,64%,24.6,4C,45%,55%,SUPP,42%,67%,57%,0%,-7,-8,-13,-10
1,110735,PE2 5QL,01733 232159,4,16%,16,64%,5,20%,13,46%,88%,76%,96%,26.4,4B,90%,87%,SUPP,88%,SUPP,75%,0%,-2,-18,5,-9
1,110824,PE5 7AY,01733 380280,3,16%,5,26%,11,58%,0,0%,58%,84%,100%,27.9,4B,55%,63%,SUPP,SUPP,55%,81%,0%,SUPP,SUPP,SUPP,SUPP
1,135196,PE4 6HX,01733 772230,10,20%,23,47%,16,33%,20,37%,96%,94%,98%,28.3,4A,93%,100%,90%,100%,94%,89%,0%,-2,3,4,0
1,110718,PE1 4LH,01733 343581,16,26%,27,44%,18,30%,33,45%,85%,79%,87%,26.8,4B,86%,85%,81%,85%,94%,78%,1%,-7,-10,1,-8
1,110705,PE6 0ST,01733 270243,8,24%,14,41%,12,35%,4,12%,82%,79%,94%,27.7,4B,88%,76%,50%,86%,100%,82%,0%,-15,-3,6,1
1,110825,PE6 7TD,01733 222314,5,12%,30,70%,8,19%,17,40%,74%,84%,84%,27.2,4B,86%,64%,SUPP,70%,100%,88%,0%,-20,-8,-10,-10
1,110767,PE3 8EZ,01733 262190,9,18%,35,71%,5,10%,21,42%,86%,90%,69%,26.2,4B,96%,76%,89%,83%,SUPP,76%,0%,-7,5,-11,-1
1,134461,PE1 3JQ,01733 566990,24,32%,40,53%,11,15%,36,41%,97%,93%,99%,28.7,4A,97%,97%,96%,100%,100%,82%,0%,4,8,8,8
1,110757,PE1 2BZ,01733 343908,17,30%,37,66%,2,4%,20,34%,96%,80%,98%,26.7,4B,100%,94%,94%,97%,SUPP,62%,0%,-3,-4,6,0
1,110730,PE4 7YP,01733 571193,12,34%,15,43%,8,23%,15,41%,71%,77%,97%,26.4,4B,74%,67%,58%,67%,100%,62%,0%,-15,0,5,-4
1,135002,PE7 8BF,01733 246820,,,,,,,,,,,,,,,,,,,,,,,,
1,132763,PE7 8BZ,01733 296780,7,12%,36,62%,15,26%,9,15%,98%,95%,100%,30.5,5C,97%,100%,100%,97%,100%,92%,0%,-7,5,8,4
1,134306,PE7 8LS,01733 247000,10,17%,37,62%,13,22%,16,26%,90%,89%,95%,28.6,4A,95%,83%,100%,86%,100%,84%,0%,12,3,4,1
1,131693,PE2 8XA,01733 703656,0,0%,19,68%,9,32%,2,7%,100%,100%,100%,31.2,5C,100%,100%,SUPP,100%,100%,100%,0%,41,10,8,12
1,110768,PE3 7ER,01733 264294,9,24%,26,70%,2,5%,28,65%,84%,97%,100%,27.6,4B,86%,80%,78%,88%,SUPP,93%,2%,3,-18,1,-5
1,139930,PE3 7ER,01733 264294,,,,,,,,,,,,,,,,,,,,,,,,
1,110699,PE6 7DU,01733 252332,1,8%,8,67%,3,25%,0,0%,100%,92%,100%,30.1,5C,SUPP,100%,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,136398,PE1 2UE,01733 751541,0,0%,4,29%,10,71%,0,0%,100%,100%,86%,31.5,5C,100%,100%,SUPP,SUPP,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,110743,PE2 5PL,01733 232949,6,17%,21,60%,8,23%,23,56%,91%,91%,94%,28,4A,87%,95%,83%,90%,100%,83%,0%,-11,-7,-6,0
1,110736,PE3 9QW,01733 265959,6,11%,34,60%,17,30%,12,20%,89%,81%,89%,28.8,4A,90%,89%,67%,88%,100%,78%,0%,4,-2,1,7
1,110753,PE2 5YQ,01733 231008,7,22%,22,69%,3,9%,12,35%,94%,75%,94%,26.9,4B,94%,93%,86%,95%,SUPP,76%,0%,-27,-13,5,-8
1,131719,PE3 9XJ,01733 262696,7,26%,18,67%,2,7%,9,32%,96%,93%,96%,27.5,4B,95%,100%,86%,100%,SUPP,89%,0%,-3,0,3,7
1,133537,PE2 9RT,01733 897517,2,8%,14,56%,9,36%,3,12%,100%,100%,96%,30.1,5C,100%,100%,SUPP,100%,100%,96%,0%,16,8,6,9
1,110727,PE1 4RE,01733 566053,11,20%,30,55%,14,25%,18,32%,82%,85%,84%,26.9,4B,81%,82%,45%,87%,100%,81%,0%,-12,-4,-7,-7
1,110826,PE6 7RG,01733 810253,4,15%,13,50%,9,35%,6,22%,88%,96%,88%,28.5,4A,100%,81%,SUPP,77%,100%,93%,0%,4,7,-8,0
1,110700,PE6 9BN,01733 252204,3,9%,20,63%,9,28%,2,6%,97%,91%,94%,30.2,5C,94%,100%,SUPP,95%,100%,94%,0%,SUPP,SUPP,SUPP,SUPP
1,110734,PE4 7DZ,01733 574717,1,5%,16,73%,5,23%,5,23%,95%,100%,100%,31.1,5C,100%,86%,SUPP,94%,SUPP,100%,0%,8,2,8,4
1,110710,PE2 8TD,01733 566237,5,19%,8,30%,14,52%,6,21%,89%,89%,96%,29.1,4A,90%,83%,SUPP,100%,86%,86%,0%,16,1,-5,-2
1,110683,PE2 9DR,01733 554457,9,29%,18,58%,4,13%,15,42%,97%,94%,90%,28.7,4A,94%,100%,89%,100%,SUPP,89%,0%,0,5,1,10
1,110893,PE2 6GF,01733 370646,2,5%,32,74%,9,21%,5,11%,95%,91%,100%,29.8,4A,96%,94%,SUPP,94%,100%,91%,0%,16,2,5,0
1,110764,PE1 4YH,01733 349182,4,24%,8,47%,5,29%,12,63%,88%,71%,88%,26.2,4B,100%,78%,SUPP,100%,SUPP,58%,0%,2,4,2,4
1,110778,PE4 7XG,01733 762742,12,30%,22,55%,6,15%,30,68%,90%,80%,95%,26.9,4B,100%,78%,75%,95%,100%,77%,0%,-4,-7,5,5
1,110851,PE6 7JW,01733 252361,3,10%,16,53%,11,37%,4,13%,97%,90%,97%,30,5C,91%,100%,SUPP,100%,100%,87%,0%,-9,SUPP,SUPP,5
1,110761,PE3 7NB,01733 263342,1,4%,18,78%,4,17%,11,42%,96%,96%,96%,28.3,4A,92%,100%,SUPP,94%,SUPP,92%,0%,18,6,4,5
1,110855,PE3 9XD,01733 262449,3,12%,18,69%,5,19%,5,17%,96%,85%,100%,27.8,4B,100%,92%,SUPP,100%,SUPP,79%,0%,-13,0,8,4
1,110853,PE2 9DH,01733 563566,6,15%,25,64%,8,21%,13,32%,97%,95%,97%,28.9,4A,94%,100%,83%,100%,100%,93%,0%,-6,4,4,2
1,110822,PE2 7EA,01733 231313,7,14%,29,57%,15,29%,5,9%,83%,84%,90%,29,4A,84%,81%,71%,83%,87%,85%,0%,-12,-1,1,6
1,110856,PE2 5SP,01733 237543,8,28%,15,52%,6,21%,20,67%,62%,76%,100%,26.5,4B,69%,56%,50%,73%,50%,77%,0%,-8,-5,8,-10
1,136514,PE2 8GA,075 06542842,,,,,,,,,,,,,,,,,,,,,,,,
1,110854,PE1 5JW,01733 566005,21,43%,22,45%,6,12%,19,36%,69%,71%,88%,25.2,4C,74%,67%,48%,86%,83%,60%,0%,-16,-9,3,-10
1,110691,PE2 8PU,01733 562873,14,25%,35,61%,8,14%,19,33%,93%,96%,95%,28.8,4A,93%,93%,86%,97%,88%,95%,0%,24,5,2,9
1,110819,PE2 8JG,01733 703257,5,21%,10,42%,9,38%,13,52%,71%,83%,83%,27.1,4B,73%,69%,SUPP,60%,67%,72%,0%,-17,-9,-14,-30
1,140031,PE2 8JG,01733 703257,,,,,,,,,,,,,,,,,,,,,,,,
1,110774,PE3 9UG,01733 264340,12,20%,38,64%,9,15%,18,30%,83%,80%,93%,27.2,4B,88%,79%,58%,87%,100%,75%,0%,-13,-7,0,-3
1,131240,PE3 8NX,01733 264238,8,29%,18,64%,2,7%,14,50%,89%,100%,96%,29.4,4A,89%,90%,88%,89%,SUPP,93%,0%,14,10,8,5
1,110749,PE4 6NR,01733 576642,6,33%,9,50%,3,17%,8,44%,83%,83%,94%,27.4,4B,91%,71%,50%,100%,SUPP,67%,0%,-11,2,-4,-1
